PAD	0.19684523627021416	-0.22947374815405236	-0.09620139393617558	0.0695983173664439	-0.15791950952122275	-0.0728969521149245	0.05639414669915477	0.12010443544480853	0.15023320600702617	0.10851167297702996	-0.07122151063883994	0.01044055116855086	-0.2220904644348361	-0.07919204363786564	-0.04361140593421717	0.20764194597922386	0.10719536925141909	0.2283086600800005	-0.00022209362700031932	-0.0316741334229306	-0.07557534056821177	0.0726193750119224	0.07421503586638101	0.05273666759106216	-0.025485598172807128	0.1471489863771797	0.14426506768972774	-0.22287858387440057	-0.02158190636916163	0.01546250622535067	-0.1583194810406242	-0.10518919788670333	0.15256155440797808	-0.11860891971581838	0.04127452115773378	-0.053105264095971216	-0.16976467636915776	-0.03686789413136918	0.23447583946008843	-0.14826421212529012	-0.2092229167824069	0.05207889874471211	-0.13050102690869092	0.046856223821152676	-0.11659992190022839	-0.17982642840578805	0.04549813511539352	0.21166449869469695	-0.12863987109408365	-0.12915672968391345
UNK	0.11108744456223779	-0.20137284879036307	0.12995062351892273	0.20596147891435163	0.20853190307704972	0.16311304646410096	-0.2435725127917753	-0.24250319702647924	-0.08964596019740628	0.02536110342990222	-0.18336598805601753	-0.025513328829032123	-0.16105340413586908	-0.18488521881992262	0.16962036220888738	-0.21266922080351877	0.11500699505528367	0.2216953050010959	0.09667135039135571	0.0576626747007673	-0.07216471201414662	0.1658653930218098	-0.09780368906618644	0.03107858499147298	0.1568591429524543	0.11320532440337105	0.2386809010587606	-0.09031537552570532	0.09655252584793222	-0.11795298483464225	0.09217386625759572	0.22401954291562198	0.04064839810036919	0.21804763309364517	-0.2373185712598895	-0.16956358204686328	0.022606272054487453	0.17298394495530472	-0.2026653287702086	-0.12541850690620818	-0.14827879228498875	-0.016758122666318792	-0.20793808074503534	0.15591551286708238	-0.15488389743641937	-0.21945930379956094	0.0953066265034625	-0.15429296320875213	-0.043907552522717136	0.11516976212398494
,	-5.753525	-4.084991	10.008954	3.703967	-1.792686	-8.037498	-3.364971	-5.487625	6.688992	-3.960763	5.763743	-1.954443	0.992848	0.09432	3.858632	0.355968	6.349538	-2.850602	-0.930945	2.552486	0.081652	1.898214	4.731198	-2.472389	4.836851	-0.510113	-3.607147	-5.004391	-1.353091	0.33481	-0.521084	1.847129	-4.52042	-3.105698	-1.354874	0.590706	1.047446	3.686627	3.36339	1.989646	-5.344184	6.40594	-1.528615	2.733505	-2.94412	-1.03155	1.292731	-2.016071	0.099122	6.378846
的	-6.878362	-0.868756	5.912011	4.203683	-0.376713	-7.638103	-4.123659	-4.633214	6.660172	-3.792481	1.624984	-2.132693	-1.197269	1.930485	0.847536	0.50885	5.846935	-4.084634	-3.186535	5.268695	0.720464	-1.84731	3.940723	1.469644	1.179363	3.724654	-4.839229	-5.314745	0.312877	0.686665	-2.770456	-3.520957	-3.905427	-2.291364	-2.109005	-1.325035	-1.76839	2.965224	1.111777	7.334342	-4.596167	3.592671	-1.944977	3.053845	-3.354847	0.24899	-2.080829	-0.204625	-0.845562	3.013703
是	-4.274948	-5.877789	6.896117	1.68124	-3.119602	-5.525609	-5.265899	-5.818443	5.665269	-4.651031	2.558222	-6.28186	-0.906474	2.234429	-3.599889	1.54194	8.132653	-3.772562	-1.770287	1.279444	1.184381	-0.092409	3.712023	1.308892	3.941548	7.302049	-4.319186	-5.832391	-0.089898	-1.982155	-2.444712	0.740524	-4.247688	1.867062	-4.640243	1.051506	1.983875	3.343919	3.848651	10.862123	-6.842482	-1.413589	-3.179047	-1.424857	-3.281373	0.246894	-3.053302	-4.797171	-3.646951	1.788572
不	1.069831	-5.953843	12.061322	5.013501	0.490905	-7.144448	-2.586303	-6.835072	6.814313	-6.43766	-0.624684	-10.547996	-1.135833	7.489868	-4.449162	3.469264	11.222725	-1.326415	-0.597348	1.811275	-5.695985	-0.12107	5.727992	3.847452	10.662656	3.177421	-5.716302	-6.816541	2.253371	1.021885	-2.666018	6.946157	-7.463427	1.144609	-3.626975	3.673897	7.804729	-0.390223	2.379606	6.801874	-5.642198	2.653042	-7.445939	-2.281109	-0.961899	-2.024252	-1.26821	-0.67354	-4.260157	5.618517
了	-3.061975	-0.949153	5.529641	5.230042	-1.723987	-1.670782	-0.07009	-3.471694	5.637699	-1.964237	3.233479	-6.358191	-3.945981	-0.838917	1.364093	-0.612914	5.06942	0.130634	-4.50384	1.676661	-1.005262	-1.681368	2.805468	-1.295313	4.704451	0.615171	-1.207843	-4.557171	-1.571807	-2.565674	-4.175461	0.174983	-6.101457	-2.569244	0.799364	0.66451	1.173284	3.89528	-1.630231	3.066832	-1.508943	1.160742	1.288467	2.00575	-0.840276	-2.458514	-1.477735	-1.876387	-3.549856	4.718749
?	0.307313	-3.179625	-0.316379	1.012017	-6.514657	1.898815	3.790406	-5.090256	-3.812471	-3.858149	4.645735	-12.849555	4.456928	-5.23913	-7.895647	-6.471736	17.584667	-6.27459	-5.57002	-7.026581	3.528041	2.535331	-1.060978	5.578995	11.203575	7.460163	-6.628405	-4.027182	12.997293	-2.665941	0.01086	2.877267	-9.751596	-0.911508	0.409916	-1.945083	16.883097	-1.202501	8.782272	11.701822	-9.241502	-5.044354	-8.045521	0.085591	-4.989466	1.453721	-5.208137	-0.645124	-5.262661	4.859544
这	-8.348699	0.602147	11.388971	4.469806	-10.829821	-0.021566	-0.400327	-16.027411	4.60375	-1.416794	11.305859	-4.491853	3.585565	2.174219	-2.035153	2.211833	5.776921	-4.892048	0.863783	1.082003	0.51338	-3.990206	8.972553	-1.777111	-1.013084	-1.853631	4.099816	-8.910825	-3.099736	3.873827	-5.610276	-8.309085	2.435311	5.747835	-2.342628	-3.542015	5.600424	9.920401	3.85848	8.953676	-5.479499	-7.876082	1.423036	4.22194	-6.372282	3.428756	-5.448902	-8.531238	4.262818	3.512393
人	2.518948	-1.473229	7.370867	4.469769	3.574613	-1.117338	-4.858927	-0.845469	8.266084	-6.625146	5.827157	1.674439	-3.006178	2.211693	8.730266	0.770595	2.69604	0.046773	-1.242727	0.394187	-1.151603	-0.229801	4.343486	-1.705212	2.63704	-4.145878	-7.218746	-3.646292	0.587702	-5.402871	-3.291562	-0.186802	-0.937828	0.673517	-0.034953	-5.085629	2.107017	5.447311	0.164393	7.890085	-8.164894	-0.890743	0.45137	0.770458	-6.270657	-1.041034	4.469692	-2.453492	-1.254989	-5.227567
